"Name","K","Kin","Kout","TypeI","TypeII"
"FOXA2",204,3,201,0,1
"RANBP2",62,51,11,0,1
"POLA1",16,13,3,0,1
"BACH2",104,83,21,0,1
"WT1",21,20,1,0,1
"YBX1",41,36,5,0,1
"PDCD10",32,31,1,0,1
"RAD50",24,21,3,0,1
"PDGFRA",85,70,15,0,1
"PDGFRB",41,22,19,0,1
"PEA15",30,29,1,0,1
"POLR3F",28,25,3,0,1
"PORCN",4,3,1,0,1
"WNT5B",6,5,1,0,1
"WBP11",30,24,6,0,1
"PPP1R9B",19,17,2,0,1
"PRKCG",5,2,3,0,1
"XPA",6,5,1,0,1
"PROS1",5,2,3,0,1
"PTAFR",22,20,2,0,1
"PTCH1",31,30,1,0,1
"PTGDS",6,4,2,0,1
"PTGFR",20,18,2,0,1
"TUBB2B",17,11,6,0,1
"RAB10",75,74,1,0,1
"RAB3A",5,3,2,0,1
"RABGGTB",16,15,1,0,1
"VAMP2",25,22,3,0,1
"RALY",24,23,1,0,1
"RFX2",12,10,2,0,1
"RFX3",45,44,1,0,1
"RINT1",12,9,3,0,1
"RNF216",26,24,2,0,1
"RTN4IP1",3,2,1,0,1
"SATB1",68,62,6,0,1
"SCARB1",18,17,1,0,1
"SDC4",30,27,3,0,1
"SDCBP2",3,1,2,0,1
"SELE",16,11,5,0,1
"SIX5",138,37,101,0,1
"SMAD5",87,78,9,0,1
"SMG5",18,17,1,0,1
"UPF1",25,21,4,0,1
"SNAP23",37,31,6,0,1
"STAT1",500,30,470,0,1
"TGFB2",47,44,3,0,1
"TNFSF12",4,3,1,0,1
"TNFRSF13C",49,47,2,0,1
"TP53",146,35,111,0,1
"UBE2G2",30,29,1,0,1
"USP13",30,26,4,0,1
"ZBTB12",17,16,1,0,1
"ZBTB43",63,62,1,0,1
"ZNF417",45,43,2,0,1
"ZNF165",3,2,1,0,1
"ZNF250",22,20,2,0,1
"E2F8",41,33,8,0,1
"FOXF2",40,37,3,0,1
"ETV5",45,27,18,0,1
"hsa-miR-130a-5p",1009,32,977,0,1
"hsa-miR-146a-5p",350,72,278,0,1
"hsa-miR-22-5p",780,70,710,0,1
"hsa-miR-222-5p",420,17,403,0,1
"hsa-miR-223-5p",266,37,229,0,1
"hsa-miR-3124-5p",29,16,13,0,1
"hsa-miR-342-5p",408,46,362,0,1
"hsa-miR-34a-5p",853,34,819,0,1
"hsa-miR-3614-5p",135,78,57,0,1
"hsa-miR-3648",151,146,5,0,1
"hsa-miR-4473",46,31,15,0,1
"hsa-miR-4524a-5p",63,9,54,0,1
"hsa-miR-4757-5p",26,19,7,0,1
"hsa-miR-663a",137,101,36,0,1
"hsa-miR-6728-5p",123,82,41,0,1
